"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP"
"512","Jan Rutta","PIT","D","56","802.31666666667","3","5","0","5","8","28.57"
"513","Gustav Lindstrom","DET","D","36","502.33333333333","1","7","3","4","8","57.14"
"554","Kevin Bahl","N.J","D","42","548.45","2","6","2","4","8","33.33"
"591","Philip Broberg","EDM","D","46","523.61666666667","1","7","2","5","8","27.59"
"607","Jake Neighbours","STL","L","43","477.13333333333","5","3","1","2","8","57.14"
"630","Juraj Slafkovsky","MTL","L","39","421.03333333333","3","5","1","4","8","80.00"
"631","Nick Blankenburg","CBJ","D","36","580.76666666667","3","5","3","2","8","34.78"
"28","Erik Johnson","COL","D","63","930.83333333333","0","7","4","3","7","19.44"
"246","Jayson Megna","ANA, COL","C","55","494.91666666667","2","5","2","3","7","70.00"
"256","Josh Brown","ARI","D","68","854.26666666667","4","3","2","1","7","18.92"
"274","Robert Hagg","DET","D","38","542.51666666667","2","5","4","1","7","38.89"
"451","Jacob MacDonald","COL, S.J","D","58","642.43333333333","1","6","3","3","7","41.18"
"453","Nikita Zaitsev","CHI, OTT","D","46","641.98333333333","1","6","2","4","7","30.43"
"474","Cal Foote","NSH, T.B","D","50","683.98333333333","2","5","2","3","7","23.33"
"504","Ian Mitchell","CHI","D","35","497.11666666667","1","6","2","4","7","38.89"
"517","Jacob Bryson","BUF","D","59","786.31666666667","1","6","3","3","7","28.00"
"559","Calen Addison","MIN","D","62","746.73333333333","3","4","1","3","7","25.93"
"594","Vasily Podkolzin","VAN","R","39","438.58333333333","4","3","2","1","7","53.85"
"597","Joel Kiviranta","DAL","L","70","725.65","6","1","0","1","7","53.85"
"620","Artem Zub","OTT","D","53","944.36666666667","1","6","1","5","7","20.00"
"626","Cole Sillinger","CBJ","C","64","734.6","1","6","4","2","7","35.00"
"151","Sam Carrick","ANA","C","52","494.46666666667","3","3","2","1","6","46.15"
"242","Ben Hutton","VGK","D","31","452.11666666667","2","4","2","2","6","37.50"
"266","Ben Harpur","NYR","D","42","576.78333333333","1","5","0","5","6","27.27"
"397","Kevin Stenlund","WPG","C","54","488.46666666667","3","3","1","2","6","42.86"
"401","Alexandre Carrier","NSH","D","43","630.03333333333","1","5","2","3","6","30.00"
"403","Niko Mikkola","NYR, STL","D","81","1238.65","1","5","2","3","6","11.11"
"421","Rasmus Asplund","BUF, NSH","C","46","452.35","1","5","1","4","6","42.86"
"500","Dylan Samberg","WPG","D","63","799.16666666667","2","4","1","3","6","20.69"
"562","Karson Kuhlman","SEA, WPG","C","47","495.93333333333","2","4","1","3","6","42.86"
"573","Reese Johnson","CHI","C","57","558.01666666667","4","2","1","1","6","42.86"
"592","Victor Soderstrom","ARI","D","30","434.55","0","6","2","4","6","35.29"
"18","Jack Johnson","CHI, COL","D","83","1375","2","3","1","2","5","13.16"
"53","Robert Bortuzzo","STL","D","43","454.55","2","3","2","1","5","22.73"
"63","Zach Bogosian","T.B","D","46","650.75","1","4","3","1","5","20.00"
"119","Matt Irwin","WSH","D","61","736.08333333333","2","3","1","2","5","22.73"
"248","Chad Ruhwedel","PIT","D","47","587.66666666667","1","4","1","3","5","23.81"
"293","Curtis Lazar","N.J, VAN","C","49","518.78333333333","3","2","1","1","5","35.71"
"547","Vitali Kravtsov","NYR, VAN","R","44","458.13333333333","3","2","0","2","5","38.46"
"50","Brendan Smith","N.J","D","60","822.15","0","4","1","3","4","13.79"
"108","Chris Wideman","MTL","D","46","555.33333333333","0","4","2","2","4","16.67"
"191","Nathan Beaulieu","ANA","D","52","668.81666666667","0","4","2","2","4","17.39"
"250","Kyle Burroughs","VAN","D","48","734.33333333333","2","2","2","0","4","19.05"
"399","Colton White","ANA","D","46","607.8","0","4","2","2","4","20.00"
"429","Kale Clague","BUF","D","33","484.06666666667","0","4","0","4","4","16.67"
"460","Vincent Desharnais","EDM","D","36","402.51666666667","0","4","3","1","4","20.00"
"544","Alexander Alexeyev","WSH","D","32","479.71666666667","0","4","2","2","4","20.00"
"632","Marcus Bjork","CBJ","D","33","486.83333333333","2","2","1","1","4","25.00"
"128","Patrik Nemeth","ARI","D","75","1067.0166666667","0","3","1","2","3","12.00"
"202","Luke Glendening","DAL","C","70","661.28333333333","1","2","0","2","3","30.00"
"325","Andreas Englund","CHI, COL","D","47","530.11666666667","0","3","2","1","3","21.43"
"511","Radim Simek","S.J","D","44","581.95","1","2","2","0","3","18.75"
"529","Parker Kelly","OTT","L","55","450.35","1","2","0","2","3","42.86"
"570","Tim Berni","CBJ","D","59","950.86666666667","1","2","1","1","3","9.68"
"13","Alex Goligoski","MIN","D","46","706.91666666667","0","2","2","0","2","9.52"
"44","Justin Braun","PHI","D","51","670.83333333333","0","2","2","0","2","9.09"
"95","Zack Kassian","ARI","R","51","461.55","2","0","0","0","2","40.00"
